# Program:featureCounts v2.0.6; Command:"featureCounts" "-a" "/N/slate/amsaini/reference_genome/hsa.gff3" "-t" "miRNA,miRNA_primary_transcript" "-g" "Name" "-o" "/N/slate/amsaini/assignment_2/counts/all_samples_miRNA_count.txt" "/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269872_sorted.bam" "/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269873_sorted.bam" "/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269874_sorted.bam" "/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269875_sorted.bam" "/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269876_sorted.bam" "/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269877_sorted.bam" "/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269878_sorted.bam" "/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269879_sorted.bam" "/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269880_sorted.bam" "/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269881_sorted.bam" "/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269882_sorted.bam" "/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269883_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269872_sorted.bam	/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269873_sorted.bam	/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269874_sorted.bam	/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269875_sorted.bam	/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269876_sorted.bam	/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269877_sorted.bam	/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269878_sorted.bam	/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269879_sorted.bam	/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269880_sorted.bam	/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269881_sorted.bam	/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269882_sorted.bam	/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269883_sorted.bam
hsa-miR-5690	chr6	35664760	35664780	-	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3925	chr6	36622436	36622512	-	77	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3925-5p	chr6	36622480	36622501	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3925-3p	chr6	36622446	36622466	-	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4462	chr6	37555365	37555422	-	58	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4462	chr6	37555366	37555388	-	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-9983	chr6	39074314	39074381	+	68	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-9983-3p	chr6	39074360	39074381	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4641	chr6	41598723	41598788	+	66	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4641	chr6	41598764	41598787	+	24	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-10398	chr6	41733554	41733610	-	57	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-10398-5p	chr6	41733590	41733610	-	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-10398-3p	chr6	41733554	41733574	-	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6780b	chr6	43434542	43434620	+	79	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6780b-5p	chr6	43434547	43434569	+	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6780b-3p	chr6	43434600	43434620	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4647	chr6	44254206	44254285	-	80	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4647	chr6	44254253	44254275	-	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4642	chr6	44435641	44435722	+	82	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4642	chr6	44435650	44435671	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-586	chr6	45197674	45197770	-	97	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-586	chr6	45197734	45197755	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-206	chr6	52144349	52144434	+	86	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-206	chr6	52144401	52144422	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-133b	chr6	52148923	52149041	+	119	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-133b	chr6	52148988	52149009	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5685	chr6	53276993	53277071	+	79	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5685	chr6	53277002	53277023	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548u	chr6	57390132	57390212	+	81	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548u	chr6	57390180	57390202	+	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-30c-2	chr6	71376960	71377031	-	72	0	1	3	2	1	0	2	3	4	0	1	0
hsa-miR-30c-2-3p	chr6	71376964	71376985	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-30a	chr6	71403551	71403621	-	71	6	3	11	4	6	3	20	24	25	9	12	7
hsa-miR-30a-5p	chr6	71403595	71403616	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-30a-3p	chr6	71403554	71403575	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4282	chr6	72967687	72967753	-	67	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4282	chr6	72967697	72967714	-	18	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4463	chr6	75428407	75428473	+	67	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4463	chr6	75428446	75428462	+	17	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-10524	chr6	78539263	78539309	-	47	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-10524-5p	chr6	78539292	78539308	-	17	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4464	chr6	90312742	90312833	+	92	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4464	chr6	90312753	90312773	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4643	chr6	91521660	91521737	+	78	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4643	chr6	91521709	91521730	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-2113	chr6	98024531	98024621	+	91	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2113	chr6	98024586	98024606	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548ai	chr6	99124609	99124696	+	88	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548ai	chr6	99124624	99124645	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-587	chr6	106784125	106784220	+	96	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-587	chr6	106784140	106784160	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548b	chr6	119069047	119069143	-	97	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548b-5p	chr6	119069098	119069119	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548b-3p	chr6	119069062	119069083	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3144	chr6	120015179	120015257	+	79	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-3144-5p	chr6	120015191	120015212	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3144-3p	chr6	120015226	120015247	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-588	chr6	126484631	126484713	+	83	0	0	1	2	0	0	0	0	2	0	0	0
hsa-miR-588	chr6	126484646	126484666	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548h-5	chr6	131792172	131792231	+	60	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548aj-1	chr6	132115192	132115263	-	72	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548aj-3p	chr6;chrX	132115199;38023912	132115219;38023932	-;-	42	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3662	chr6	134979338	134979432	-	95	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3662	chr6	134979355	134979378	-	24	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548a-2	chr6	135239160	135239256	+	97	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3145	chr6	138435213	138435294	-	82	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3145-3p	chr6	138435223	138435246	-	24	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3145-5p	chr6	138435262	138435283	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3668	chr6	140205252	140205326	+	75	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3668	chr6	140205260	140205280	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4465	chr6	140683814	140683883	+	70	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4465	chr6	140683855	140683876	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-12131	chr6	151102675	151102776	+	102	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-12131	chr6	151102739	151102758	+	20	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1273c	chr6	154853360	154853436	+	77	4	0	5	1	3	2	5	10	5	0	0	0
hsa-miR-1273c	chr6	154853369	154853390	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1202	chr6	155946797	155946879	+	83	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1202	chr6	155946809	155946829	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4466	chr6	156779678	156779731	-	54	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4466	chr6	156779710	156779727	-	18	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3692	chr6	157529132	157529200	+	69	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3692-5p	chr6	157529137	157529160	+	24	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3692-3p	chr6	157529175	157529198	+	24	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7161	chr6	158609707	158609790	+	84	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7161-5p	chr6	158609707	158609729	+	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7161-3p	chr6	158609763	158609790	+	28	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3918	chr6	158764661	158764753	-	93	1	0	3	0	0	2	2	0	2	0	0	0
hsa-miR-3918	chr6	158764715	158764735	-	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1913	chr6	166509354	166509433	-	80	0	0	5	2	2	1	0	1	3	0	0	1
hsa-miR-1913	chr6	166509364	166509385	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3939	chr6	166997807	166997912	-	106	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3939	chr6	166997830	166997851	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4644	chr6	170330761	170330844	+	84	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4644	chr6	170330813	170330835	+	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-339	chr7	1022933	1023026	-	94	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-339-5p	chr7	1022990	1023012	-	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-339-3p	chr7	1022955	1022977	-	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4655	chr7	1844180	1844253	-	74	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4655-5p	chr7	1844223	1844244	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4655-3p	chr7	1844189	1844209	-	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6836	chr7	2257515	2257577	-	63	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6836-5p	chr7	2257551	2257572	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6836-3p	chr7	2257515	2257535	-	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4648	chr7	2527074	2527145	+	72	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-4648	chr7	2527074	2527093	+	20	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4656	chr7	4788565	4788639	-	75	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4656	chr7	4788608	4788630	-	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-589	chr7	5495819	5495917	-	99	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-589-5p	chr7	5495873	5495894	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-589-3p	chr7	5495834	5495857	-	24	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6874	chr7	5711840	5711910	-	71	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6874-5p	chr7	5711883	5711905	-	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6874-3p	chr7	5711840	5711862	-	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3683	chr7	7066964	7067045	-	82	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3683	chr7	7067010	7067031	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1302-6	chr7	18127220	18127309	-	90	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3146	chr7	19705358	19705436	-	79	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3146	chr7	19705366	19705387	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1183	chr7	21471058	21471146	+	89	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1183	chr7	21471105	21471131	+	27	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-148a	chr7	25949919	25949986	-	68	0	0	1	0	0	0	0	1	0	0	0	0
hsa-miR-148a-5p	chr7	25949960	25949981	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-148a-3p	chr7	25949922	25949943	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-196b	chr7	27169480	27169563	-	84	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-196b-5p	chr7	27169528	27169549	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-196b-3p	chr7	27169493	27169514	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-550a-3	chr7	29680734	29680828	-	95	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-550a-3p	chr7;chr7;chr7	29680748;30289854;32733041	29680769;30289875;32733062	-;+;+	66	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-550a-3-5p	chr7	29680789	29680808	-	20	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-550a-1	chr7	30289794	30289890	+	97	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-550a-5p	chr7;chr7	30289815;32733002	30289837;32733024	+;+	46	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-550b-1	chr7	30289794	30289890	-	97	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-550b-3p	chr7;chr7	30289814;32733001	30289833;32733020	-;-	40	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-550b-2-5p	chr7;chr7	30289854;32733041	30289875;32733062	-;-	44	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-550b-2	chr7	32732981	32733077	-	97	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-550a-2	chr7	32732981	32733077	+	97	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548n	chr7	34940760	34940834	-	75	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548n	chr7	34940804	34940825	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1200	chr7	36919357	36919432	-	76	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1200	chr7	36919403	36919424	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3943	chr7	43150895	43150994	+	100	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3943	chr7	43150917	43150939	+	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6837	chr7	44051766	44051829	+	64	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6837-5p	chr7	44051771	44051791	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6837-3p	chr7	44051807	44051829	+	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6838	chr7	44073378	44073433	-	56	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6838-5p	chr7	44073407	44073428	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6838-3p	chr7	44073378	44073397	-	20	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4649	chr7	44110849	44110912	+	64	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4649-5p	chr7	44110851	44110874	+	24	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4649-3p	chr7	44110891	44110911	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4657	chr7	44881748	44881800	-	53	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-4657	chr7	44881778	44881800	-	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4283-1	chr7	56955785	56955864	-	80	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4283	chr7;chr7	56955838;63621100	56955854;63621116	-;+	34	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3147	chr7	57405025	57405090	+	66	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3147	chr7	57405030	57405053	+	24	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4283-2	chr7	63621090	63621169	+	80	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6839	chr7	64679064	64679176	+	113	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6839-5p	chr7	64679069	64679090	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6839-3p	chr7	64679155	64679176	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4650-1	chr7	67114322	67114397	-	76	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4650-5p	chr7;chr7	67114365;72697917	67114383;72697935	-;+	38	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4650-3p	chr7;chr7	67114332;72697948	67114352;72697968	-;+	42	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3914-1	chr7	71307672	71307770	-	99	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3914	chr7;chr7	71307687;71307734	71307708;71307755	-;+	44	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3914-2	chr7	71307674	71307768	+	95	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4650-2	chr7	72697903	72697978	+	76	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4284	chr7	73711317	73711397	+	81	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4284	chr7	73711327	73711344	+	18	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-590	chr7	74191198	74191294	+	97	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-590-5p	chr7	74191213	74191234	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-590-3p	chr7	74191253	74191273	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-10525	chr7	74595968	74596026	+	59	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-10525-3p	chr7	74596006	74596026	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4651	chr7	75915197	75915269	+	73	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-4651	chr7	75915206	75915225	+	20	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1285-1	chr7	92204015	92204098	-	84	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1285-5p	chr7	92204067	92204087	-	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-653	chr7	93482760	93482855	-	96	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-653-5p	chr7	93482823	93482843	-	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-653-3p	chr7	93482784	93482805	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-489	chr7	93483936	93484019	-	84	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-489-3p	chr7	93483947	93483968	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-489-5p	chr7	93483985	93484006	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4652	chr7	93716928	93717005	+	78	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4652-5p	chr7	93716937	93716958	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4652-3p	chr7	93716977	93716998	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-591	chr7	96219662	96219756	-	95	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-591	chr7	96219722	96219741	-	20	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5692a-1	chr7	97963658	97963726	+	69	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5692a	chr7;chr8	97963665;12719134	97963686;12719155	+;+	44	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5692c-2	chr7	97964405	97964481	-	77	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3609	chr7	98881650	98881729	+	80	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3609	chr7	98881700	98881723	+	24	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-12119	chr7	99409172	99409264	+	93	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-12119	chr7	99409187	99409211	+	25	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-25	chr7	100093560	100093643	-	84	4	0	1	3	1	0	2	4	4	2	1	1
hsa-miR-25-5p	chr7	100093610	100093630	-	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-25-3p	chr7	100093571	100093592	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-93	chr7	100093768	100093847	-	80	0	0	0	0	1	1	0	0	0	1	0	0
hsa-miR-93-5p	chr7	100093815	100093837	-	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-93-3p	chr7	100093777	100093798	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-106b	chr7	100093993	100094074	-	82	2	6	5	5	2	1	3	3	3	5	4	0
hsa-miR-106b-5p	chr7	100094043	100094063	-	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-106b-3p	chr7	100094002	100094023	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4658	chr7	100156605	100156669	-	65	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4658	chr7	100156611	100156633	-	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6840	chr7	100356651	100356721	+	71	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6840-5p	chr7	100356656	100356679	+	24	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6840-3p	chr7	100356696	100356717	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6875	chr7	100868036	100868107	+	72	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6875-5p	chr7	100868041	100868061	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6875-3p	chr7	100868080	100868101	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4653	chr7	101159473	101159555	+	83	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4653-5p	chr7	101159482	101159503	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4653-3p	chr7	101159524	101159546	+	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4285	chr7	102293103	102293187	+	85	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4285	chr7	102293113	102293130	+	18	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548o	chr7	102405742	102405855	-	114	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5090	chr7	102465742	102465826	+	85	0	0	2	0	0	0	0	0	0	0	0	0
hsa-miR-5090	chr7	102465752	102465774	+	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4467	chr7	102471469	102471531	+	63	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-4467	chr7	102471472	102471493	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3666	chr7	114653345	114653455	+	111	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3666	chr7	114653373	114653393	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6132	chr7	117020211	117020319	+	109	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6132	chr7	117020231	117020249	+	19	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-592	chr7	127058088	127058184	-	97	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-592	chr7	127058148	127058169	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-593	chr7	128081861	128081960	+	100	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-593-5p	chr7	128081876	128081900	+	25	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-593-3p	chr7	128081939	128081957	+	19	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-129-1	chr7	128207872	128207943	+	72	0	0	0	0	1	0	0	0	0	3	0	0
hsa-miR-129-1-3p	chr7	128207920	128207941	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-182	chr7	129770383	129770492	-	110	0	0	2	1	0	0	1	0	4	0	0	0
hsa-miR-182-5p	chr7	129770447	129770470	-	24	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-182-3p	chr7	129770406	129770426	-	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-96	chr7	129774692	129774769	-	78	35	25	62	73	39	17	11	79	49	13	4	0
hsa-miR-96-5p	chr7	129774739	129774761	-	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-96-3p	chr7	129774697	129774718	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-183	chr7	129774905	129775014	-	110	0	0	0	0	2	0	0	0	0	0	0	0
hsa-miR-183-5p	chr7	129774967	129774988	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-183-3p	chr7	129774928	129774949	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-335	chr7	130496111	130496204	+	94	3	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-335-5p	chr7	130496126	130496148	+	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-335-3p	chr7	130496162	130496183	+	22	0	0	0	0	0	0	0	0	0	0	0	0
